,noFacture,dateFacture,pays
201758,554322.0,2011-05-23 15:33:00,United Kingdom
201762,554323.0,2011-05-23 15:33:00,United Kingdom
201786,554324.0,2011-05-23 15:38:00,Germany
201790,554325.0,2011-05-23 15:38:00,Germany
201811,554326.0,2011-05-23 16:32:00,United Kingdom
201842,554329.0,2011-05-23 16:52:00,United Kingdom
201877,554337.0,2011-05-23 17:25:00,United Kingdom
201903,554347.0,2011-05-24 08:21:00,United Kingdom
201927,554348.0,2011-05-24 08:49:00,United Kingdom
201993,554349.0,2011-05-24 08:49:00,United Kingdom
202010,554350.0,2011-05-24 08:51:00,United Kingdom
202016,554351.0,2011-05-24 08:53:00,United Kingdom
202023,554353.0,2011-05-24 09:10:00,United Kingdom
202038,554354.0,2011-05-24 09:12:00,United Kingdom
202040,554355.0,2011-05-24 09:20:00,United Kingdom
202055,554356.0,2011-05-24 09:25:00,France
202068,554357.0,2011-05-24 09:26:00,United Kingdom
202069,554358.0,2011-05-24 09:32:00,United Kingdom
202071,554359.0,2011-05-24 09:56:00,United Kingdom
202091,554362.0,2011-05-24 10:17:00,United Kingdom
202106,554363.0,2011-05-24 10:19:00,Germany
202121,554364.0,2011-05-24 10:21:00,United Kingdom
202123,554365.0,2011-05-24 10:22:00,United Kingdom
202151,554366.0,2011-05-24 10:24:00,United Kingdom
202155,554367.0,2011-05-24 10:24:00,United Kingdom
202165,554368.0,2011-05-24 10:33:00,United Kingdom
202178,554369.0,2011-05-24 10:34:00,United Kingdom
202179,554370.0,2011-05-24 10:35:00,United Kingdom
202182,554371.0,2011-05-24 10:42:00,United Kingdom
202210,554372.0,2011-05-24 10:50:00,United Kingdom
202232,554375.0,2011-05-24 11:29:00,United Kingdom
202249,554376.0,2011-05-24 11:31:00,United Kingdom
202330,554379.0,2011-05-24 11:35:00,United Kingdom
202335,554380.0,2011-05-24 11:45:00,United Kingdom
202347,554381.0,2011-05-24 11:46:00,United Kingdom
202350,554382.0,2011-05-24 11:55:00,United Kingdom
202417,554392.0,2011-05-24 12:04:00,United Kingdom
202436,554415.0,2011-05-24 12:10:00,United Kingdom
202472,554421.0,2011-05-24 12:12:00,United Kingdom
202481,554424.0,2011-05-24 12:14:00,United Kingdom
202496,554436.0,2011-05-24 12:18:00,United Kingdom
202501,554441.0,2011-05-24 12:22:00,United Kingdom
202522,554465.0,2011-05-24 12:36:00,United Kingdom
202541,554483.0,2011-05-24 12:57:00,United Kingdom
202562,554484.0,2011-05-24 13:02:00,United Kingdom
202566,554485.0,2011-05-24 13:22:00,United Kingdom
202570,554487.0,2011-05-24 13:27:00,United Kingdom
202600,554489.0,2011-05-24 13:46:00,United Kingdom
202638,554490.0,2011-05-24 13:50:00,United Kingdom
202652,554491.0,2011-05-24 13:50:00,United Kingdom
202680,554492.0,2011-05-24 13:56:00,United Kingdom
202692,554494.0,2011-05-24 14:00:00,United Kingdom
202767,554495.0,2011-05-24 14:18:00,United Kingdom
202768,554496.0,2011-05-24 14:25:00,United Kingdom
202773,554497.0,2011-05-24 14:38:00,United Kingdom
202809,554498.0,2011-05-24 14:39:00,United Kingdom
202833,554502.0,2011-05-24 14:47:00,United Kingdom
202839,554503.0,2011-05-24 15:06:00,United Kingdom
202847,554504.0,2011-05-24 15:13:00,United Kingdom
202864,554505.0,2011-05-24 15:14:00,United Kingdom
202872,554506.0,2011-05-24 15:22:00,United Kingdom
202874,554507.0,2011-05-24 15:29:00,United Kingdom
202887,554508.0,2011-05-24 15:33:00,United Kingdom
202889,554509.0,2011-05-24 15:45:00,United Kingdom
202915,554510.0,2011-05-24 15:51:00,United Kingdom
202920,554511.0,2011-05-24 15:52:00,United Kingdom
203092,554512.0,2011-05-24 15:54:00,United Kingdom
203250,554513.0,2011-05-24 15:56:00,United Kingdom
203262,554514.0,2011-05-24 15:58:00,United Kingdom
203521,554515.0,2011-05-24 16:25:00,United Kingdom
203534,554520.0,2011-05-24 17:03:00,United Kingdom
203585,554524.0,2011-05-24 17:18:00,United Kingdom
203587,554526.0,2011-05-24 17:24:00,United Kingdom
203639,554534.0,2011-05-24 17:34:00,United Kingdom
203644,554538.0,2011-05-24 17:46:00,United Kingdom
203653,554542.0,2011-05-25 08:32:00,United Kingdom
203672,554543.0,2011-05-25 09:18:00,United Kingdom
203683,554545.0,2011-05-25 09:35:00,United Kingdom
203696,554546.0,2011-05-25 09:37:00,United Kingdom
203733,554547.0,2011-05-25 09:37:00,United Kingdom
203737,554549.0,2011-05-25 09:57:00,United Kingdom
203751,554550.0,2011-05-25 09:57:00,United Kingdom
203753,554552.0,2011-05-25 09:58:00,United Kingdom
203762,554554.0,2011-05-25 10:02:00,United Kingdom
203765,554555.0,2011-05-25 10:08:00,France
203776,554556.0,2011-05-25 10:11:00,United Kingdom
203803,554557.0,2011-05-25 10:12:00,United Kingdom
203840,554560.0,2011-05-25 10:35:00,United Kingdom
203861,554561.0,2011-05-25 10:35:00,United Kingdom
203871,554570.0,2011-05-25 10:53:00,United Kingdom
203881,554579.0,2011-05-25 10:56:00,United Kingdom
203888,554597.0,2011-05-25 11:01:00,United Kingdom
203897,554598.0,2011-05-25 11:12:00,United Kingdom
203948,554603.0,2011-05-25 11:14:00,United Kingdom
203971,554617.0,2011-05-25 11:21:00,United Kingdom
204013,554628.0,2011-05-25 11:26:00,United Kingdom
204065,554629.0,2011-05-25 11:34:00,United Kingdom
204071,554630.0,2011-05-25 11:34:00,United Kingdom
204111,554631.0,2011-05-25 11:35:00,United Kingdom
204112,554632.0,2011-05-25 11:41:00,United Kingdom
204115,554633.0,2011-05-25 11:44:00,United Kingdom
204117,554635.0,2011-05-25 11:45:00,United Kingdom
204124,554636.0,2011-05-25 11:52:00,United Kingdom
204147,554637.0,2011-05-25 11:58:00,United Kingdom
204159,554638.0,2011-05-25 11:59:00,United Kingdom
204187,554639.0,2011-05-25 12:00:00,United Kingdom
204188,554640.0,2011-05-25 12:06:00,United Kingdom
204196,554641.0,2011-05-25 12:06:00,United Kingdom
204198,554642.0,2011-05-25 12:19:00,Netherlands
204199,554643.0,2011-05-25 12:28:00,United Kingdom
204210,554644.0,2011-05-25 12:34:00,United Kingdom
204239,554645.0,2011-05-25 12:34:00,United Kingdom
204244,554646.0,2011-05-25 12:39:00,United Kingdom
204252,554647.0,2011-05-25 12:39:00,United Kingdom
204253,554648.0,2011-05-25 12:44:00,France
204274,554649.0,2011-05-25 12:46:00,United Kingdom
204275,554650.0,2011-05-25 12:54:00,France
204305,554651.0,2011-05-25 12:55:00,Poland
204332,554652.0,2011-05-25 12:56:00,United Kingdom
204340,554653.0,2011-05-25 13:33:00,United Kingdom
204345,554654.0,2011-05-25 13:34:00,Poland
204376,554655.0,2011-05-25 13:35:00,United Kingdom
204382,554656.0,2011-05-25 13:36:00,United Kingdom
204391,554658.0,2011-05-25 14:18:00,United Kingdom
204414,554663.0,2011-05-25 14:29:00,United Kingdom
204451,554664.0,2011-05-25 14:40:00,United Kingdom
204454,554665.0,2011-05-25 14:44:00,United Kingdom
204470,554666.0,2011-05-25 14:54:00,United Kingdom
204484,554667.0,2011-05-25 15:18:00,United Kingdom
204498,554668.0,2011-05-25 15:19:00,United Kingdom
204511,554669.0,2011-05-25 15:31:00,United Kingdom
204547,554670.0,2011-05-25 15:47:00,United Kingdom
204552,554671.0,2011-05-25 15:47:00,United Kingdom
204570,554672.0,2011-05-25 15:54:00,United Kingdom
204591,554674.0,2011-05-25 16:01:00,United Kingdom
204605,554682.0,2011-05-25 16:08:00,United Kingdom
204651,554683.0,2011-05-25 16:09:00,United Kingdom
204664,554684.0,2011-05-25 16:28:00,United Kingdom
204697,554694.0,2011-05-25 17:06:00,United Kingdom
204920,554695.0,2011-05-25 17:12:00,United Kingdom
204946,554697.0,2011-05-25 17:31:00,United Kingdom
204975,554698.0,2011-05-26 08:38:00,United Kingdom
204986,554699.0,2011-05-26 09:17:00,Germany
205008,554700.0,2011-05-26 09:18:00,Germany
205014,554701.0,2011-05-26 09:33:00,United Kingdom
205022,554702.0,2011-05-26 09:45:00,United Kingdom
205047,554703.0,2011-05-26 10:03:00,United Kingdom
205049,554704.0,2011-05-26 10:09:00,United Kingdom
205070,554705.0,2011-05-26 10:12:00,United Kingdom
205075,554706.0,2011-05-26 10:13:00,United Kingdom
205077,554707.0,2011-05-26 10:15:00,United Kingdom
205083,554708.0,2011-05-26 10:25:00,United Kingdom
205100,554709.0,2011-05-26 10:35:00,United Kingdom
205103,554710.0,2011-05-26 10:37:00,United Kingdom
205104,554711.0,2011-05-26 10:41:00,Germany
205112,554712.0,2011-05-26 10:43:00,United Kingdom
205134,554713.0,2011-05-26 10:43:00,Germany
205137,554714.0,2011-05-26 10:44:00,United Kingdom
205202,554718.0,2011-05-26 11:16:00,United Kingdom
205210,554756.0,2011-05-26 11:36:00,United Kingdom
205213,554762.0,2011-05-26 11:37:00,United Kingdom
205230,554765.0,2011-05-26 11:38:00,United Kingdom
205252,554770.0,2011-05-26 11:40:00,EIRE
205278,554776.0,2011-05-26 11:43:00,EIRE
205280,554787.0,2011-05-26 11:51:00,United Kingdom
205295,554788.0,2011-05-26 12:00:00,United Kingdom
205309,554789.0,2011-05-26 12:07:00,United Kingdom
205316,554791.0,2011-05-26 12:12:00,EIRE
205317,554792.0,2011-05-26 12:38:00,Spain
205319,554794.0,2011-05-26 12:41:00,Germany
205335,554795.0,2011-05-26 12:46:00,United Kingdom
205352,554798.0,2011-05-26 12:52:00,United Kingdom
205361,554808.0,2011-05-26 13:01:00,United Kingdom
205418,554809.0,2011-05-26 13:13:00,United Kingdom
205429,554810.0,2011-05-26 13:16:00,United Kingdom
205433,554811.0,2011-05-26 13:20:00,United Kingdom
205435,554812.0,2011-05-26 13:21:00,United Kingdom
205474,554813.0,2011-05-26 13:26:00,United Kingdom
205495,554814.0,2011-05-26 13:34:00,United Kingdom
205537,554815.0,2011-05-26 13:46:00,United Kingdom
205541,554816.0,2011-05-26 14:01:00,United Kingdom
205550,554817.0,2011-05-26 14:08:00,United Kingdom
205566,554818.0,2011-05-26 14:09:00,United Kingdom
205572,554819.0,2011-05-26 14:09:00,United Kingdom
205577,554820.0,2011-05-26 14:09:00,United Kingdom
205582,554821.0,2011-05-26 14:09:00,United Kingdom
205585,554822.0,2011-05-26 14:17:00,United Kingdom
205597,554823.0,2011-05-26 14:20:00,United Kingdom
205618,554824.0,2011-05-26 14:21:00,United Kingdom
205634,554825.0,2011-05-26 14:45:00,United Kingdom
205650,554826.0,2011-05-26 14:53:00,France
205662,554827.0,2011-05-26 15:19:00,Netherlands
205716,554832.0,2011-05-26 15:30:00,United Kingdom
205733,554834.0,2011-05-26 15:35:00,United Kingdom
205735,554835.0,2011-05-26 16:11:00,United Kingdom
205749,554836.0,2011-05-26 16:25:00,United Kingdom
205779,554837.0,2011-05-26 16:30:00,United Kingdom
205802,554838.0,2011-05-26 16:30:00,United Kingdom
205810,554839.0,2011-05-26 17:15:00,United Kingdom
205860,554840.0,2011-05-26 17:16:00,France
205873,554841.0,2011-05-26 17:21:00,United Kingdom
205874,554842.0,2011-05-26 18:17:00,United Kingdom
205908,554843.0,2011-05-26 19:13:00,United Kingdom
205924,554844.0,2011-05-26 19:38:00,United Kingdom
205927,554845.0,2011-05-26 19:49:00,United Kingdom
205946,554850.0,2011-05-27 09:15:00,United Kingdom
205954,554853.0,2011-05-27 09:32:00,United Kingdom
205961,554854.0,2011-05-27 09:39:00,United Kingdom
205976,554855.0,2011-05-27 09:48:00,United Kingdom
205992,554858.0,2011-05-27 10:15:00,United Kingdom
206005,554859.0,2011-05-27 10:16:00,United Kingdom
206014,554860.0,2011-05-27 10:20:00,United Kingdom
206042,554861.0,2011-05-27 10:29:00,Germany
206085,554865.0,2011-05-27 10:37:00,United Kingdom
206093,554866.0,2011-05-27 10:41:00,United Kingdom
206121,554868.0,2011-05-27 10:52:00,United Kingdom
206122,554869.0,2011-05-27 10:55:00,United Kingdom
206140,554906.0,2011-05-27 11:41:00,United Kingdom
206180,554915.0,2011-05-27 12:23:00,United Kingdom
206185,554916.0,2011-05-27 12:26:00,United Kingdom
206196,554917.0,2011-05-27 12:29:00,United Kingdom
206237,554918.0,2011-05-27 12:29:00,United Kingdom
206248,554919.0,2011-05-27 12:38:00,United Kingdom
206251,554920.0,2011-05-27 12:41:00,United Kingdom
206284,554921.0,2011-05-27 12:44:00,United Kingdom
206286,554922.0,2011-05-27 12:47:00,United Kingdom
206294,554923.0,2011-05-27 12:48:00,United Kingdom
206297,554924.0,2011-05-27 12:54:00,United Kingdom
206301,554927.0,2011-05-27 13:00:00,United Kingdom
206312,554929.0,2011-05-27 13:16:00,United Kingdom
206339,554930.0,2011-05-27 13:17:00,United Kingdom
206344,554932.0,2011-05-27 13:24:00,United Kingdom
206345,554933.0,2011-05-27 13:26:00,United Kingdom
206385,554934.0,2011-05-27 13:29:00,United Kingdom
206388,554935.0,2011-05-27 13:30:00,United Kingdom
206418,554936.0,2011-05-27 13:30:00,United Kingdom
206421,554937.0,2011-05-27 13:32:00,United Kingdom
206449,554938.0,2011-05-27 13:34:00,Belgium
206483,554939.0,2011-05-27 13:49:00,United Kingdom
206501,554940.0,2011-05-27 13:49:00,France
206522,554941.0,2011-05-27 13:53:00,United Kingdom
206538,554942.0,2011-05-27 14:01:00,United Kingdom
206580,554943.0,2011-05-27 14:10:00,United Kingdom
206584,554944.0,2011-05-27 14:12:00,United Kingdom
206586,554945.0,2011-05-27 14:12:00,United Kingdom
206587,554946.0,2011-05-27 14:22:00,United Kingdom
206604,554947.0,2011-05-27 14:29:00,United Kingdom
206607,554948.0,2011-05-27 14:29:00,United Kingdom
206631,554949.0,2011-05-27 14:44:00,United Kingdom
206646,554950.0,2011-05-27 14:48:00,United Kingdom
206692,554951.0,2011-05-27 14:48:00,United Kingdom
206693,554952.0,2011-05-27 14:48:00,United Kingdom
206695,554953.0,2011-05-27 14:49:00,United Kingdom
206696,554954.0,2011-05-27 14:50:00,United Kingdom
206705,554955.0,2011-05-27 14:55:00,United Kingdom
206711,554956.0,2011-05-27 15:17:00,United Kingdom
206812,554957.0,2011-05-27 15:17:00,United Kingdom
206833,554958.0,2011-05-27 15:17:00,United Kingdom
206882,554959.0,2011-05-27 15:18:00,United Kingdom
206900,554960.0,2011-05-27 15:18:00,United Kingdom
206946,554961.0,2011-05-27 15:19:00,United Kingdom
207000,554963.0,2011-05-27 15:32:00,United Kingdom
207019,554964.0,2011-05-27 15:57:00,United Kingdom
207058,554965.0,2011-05-27 16:00:00,United Kingdom
207060,554966.0,2011-05-27 16:17:00,United Kingdom
207064,554967.0,2011-05-27 16:23:00,United Kingdom
207065,554968.0,2011-05-27 16:24:00,United Kingdom
207079,554969.0,2011-05-27 16:30:00,United Kingdom
207090,554974.0,2011-05-27 17:14:00,United Kingdom
207116,554975.0,2011-05-29 10:40:00,United Kingdom
207126,554976.0,2011-05-29 10:57:00,United Kingdom
207148,554977.0,2011-05-29 11:03:00,United Kingdom
207167,554978.0,2011-05-29 11:05:00,United Kingdom
207197,554979.0,2011-05-29 11:34:00,United Kingdom
207234,554980.0,2011-05-29 11:59:00,United Kingdom
207243,554981.0,2011-05-29 12:06:00,United Kingdom
207297,554982.0,2011-05-29 12:16:00,United Kingdom
207303,554984.0,2011-05-29 12:19:00,United Kingdom
207305,554985.0,2011-05-29 12:26:00,Germany
207335,554986.0,2011-05-29 12:35:00,United Kingdom
207387,554987.0,2011-05-29 12:48:00,United Kingdom
207401,554988.0,2011-05-29 13:32:00,United Kingdom
207407,554989.0,2011-05-29 13:50:00,United Kingdom
207425,554990.0,2011-05-29 13:57:00,United Kingdom
207434,554991.0,2011-05-29 14:03:00,United Kingdom
207466,554992.0,2011-05-29 14:08:00,United Kingdom
207542,554993.0,2011-05-29 14:13:00,United Kingdom
207585,554994.0,2011-05-29 14:18:00,United Kingdom
207630,554995.0,2011-05-29 14:23:00,United Kingdom
207646,554996.0,2011-05-29 14:28:00,United Kingdom
207662,554997.0,2011-05-29 15:35:00,United Kingdom
207680,554998.0,2011-05-29 15:35:00,United Kingdom
207692,554999.0,2011-05-29 15:44:00,United Kingdom
207748,555000.0,2011-05-31 08:03:00,United Kingdom
207764,555001.0,2011-05-31 08:32:00,United Kingdom
207768,555002.0,2011-05-31 08:50:00,United Kingdom
207785,555003.0,2011-05-31 09:36:00,Netherlands
207793,555004.0,2011-05-31 09:37:00,United Kingdom
207800,555005.0,2011-05-31 09:38:00,United Kingdom
207810,555007.0,2011-05-31 09:52:00,United Kingdom
207812,555008.0,2011-05-31 10:24:00,United Kingdom
207814,555009.0,2011-05-31 10:32:00,United Kingdom
207836,555010.0,2011-05-31 10:38:00,United Kingdom
207837,555011.0,2011-05-31 10:43:00,United Kingdom
207841,555012.0,2011-05-31 10:43:00,United Kingdom
207869,555015.0,2011-05-31 10:45:00,United Kingdom
207914,555016.0,2011-05-31 11:09:00,United Kingdom
207923,555017.0,2011-05-31 11:14:00,United Kingdom
207932,555025.0,2011-05-31 11:21:00,United Kingdom
207958,555028.0,2011-05-31 11:22:00,United Kingdom
207965,555070.0,2011-05-31 11:36:00,United Kingdom
207967,555073.0,2011-05-31 11:39:00,United Kingdom
207988,555075.0,2011-05-31 12:05:00,United Kingdom
207989,555076.0,2011-05-31 12:11:00,United Kingdom
208015,555077.0,2011-05-31 12:42:00,United Kingdom
208024,555091.0,2011-05-31 12:50:00,United Kingdom
208053,555092.0,2011-05-31 13:08:00,United Kingdom
208072,555093.0,2011-05-31 13:15:00,Germany
208076,555094.0,2011-05-31 13:17:00,United Kingdom
208102,555095.0,2011-05-31 13:32:00,Spain
208149,555096.0,2011-05-31 13:32:00,France
208167,555097.0,2011-05-31 13:38:00,United Kingdom
208168,555098.0,2011-05-31 13:39:00,United Kingdom
208169,555099.0,2011-05-31 13:39:00,United Kingdom
208172,555101.0,2011-05-31 13:45:00,United Kingdom
208182,555102.0,2011-05-31 13:50:00,United Kingdom
208185,555103.0,2011-05-31 13:58:00,United Kingdom
208190,555104.0,2011-05-31 14:02:00,United Kingdom
208192,555106.0,2011-05-31 14:14:00,Netherlands
208213,555107.0,2011-05-31 14:14:00,Italy
208236,555108.0,2011-05-31 14:18:00,United Kingdom
208284,555109.0,2011-05-31 14:19:00,United Kingdom
208325,555110.0,2011-05-31 14:34:00,United Kingdom
208396,555111.0,2011-05-31 14:37:00,United Kingdom
208407,555112.0,2011-05-31 14:48:00,United Kingdom
208423,555113.0,2011-05-31 14:48:00,United Kingdom
208429,555114.0,2011-05-31 14:55:00,United Kingdom
208444,555115.0,2011-05-31 14:58:00,United Kingdom
208508,555116.0,2011-05-31 15:16:00,United Kingdom
208537,555119.0,2011-05-31 15:22:00,United Kingdom
208547,555124.0,2011-05-31 15:26:00,United Kingdom
208640,555125.0,2011-05-31 15:26:00,United Kingdom
208657,555127.0,2011-05-31 15:30:00,United Kingdom
208678,555133.0,2011-05-31 15:32:00,United Kingdom
208693,555147.0,2011-05-31 15:41:00,Switzerland
208735,555149.0,2011-05-31 15:49:00,United Kingdom
208852,555150.0,2011-05-31 15:53:00,United Kingdom
209029,555156.0,2011-06-01 07:37:00,United Kingdom
209031,555157.0,2011-06-01 07:38:00,United Kingdom
209039,555158.0,2011-06-01 08:38:00,United Kingdom
209115,555159.0,2011-06-01 09:06:00,United Kingdom
209124,555160.0,2011-06-01 09:18:00,Netherlands
209137,555161.0,2011-06-01 09:26:00,Belgium
209142,555162.0,2011-06-01 10:15:00,Germany
209178,555164.0,2011-06-01 10:24:00,Netherlands
209191,555194.0,2011-06-01 11:13:00,United Kingdom
209198,555195.0,2011-06-01 11:27:00,United Kingdom
209222,555198.0,2011-06-01 11:52:00,United Kingdom
209231,555199.0,2011-06-01 12:05:00,United Kingdom
209260,555200.0,2011-06-01 12:05:00,United Kingdom
209273,555201.0,2011-06-01 12:10:00,United Kingdom
209300,555202.0,2011-06-01 12:11:00,United Kingdom
209334,555203.0,2011-06-01 12:13:00,United Kingdom
209370,555207.0,2011-06-01 12:19:00,United Kingdom
209394,555213.0,2011-06-01 12:22:00,United Kingdom
209396,555232.0,2011-06-01 12:33:00,United Kingdom
209399,555233.0,2011-06-01 12:46:00,United Kingdom
209404,555234.0,2011-06-01 12:54:00,United Kingdom
209419,555240.0,2011-06-01 13:07:00,United Kingdom
209450,555241.0,2011-06-01 13:32:00,United Kingdom
209457,555242.0,2011-06-01 13:40:00,United Kingdom
209462,555243.0,2011-06-01 13:52:00,United Kingdom
209472,555245.0,2011-06-01 14:12:00,United Kingdom
209503,555247.0,2011-06-01 14:42:00,United Kingdom
209514,555249.0,2011-06-01 14:57:00,United Kingdom
209574,555250.0,2011-06-01 14:58:00,United Kingdom
209578,555251.0,2011-06-01 15:12:00,United Kingdom
209599,555257.0,2011-06-01 15:28:00,United Kingdom
209644,555259.0,2011-06-01 15:31:00,United Kingdom
209646,555260.0,2011-06-01 15:34:00,United Kingdom
209684,555263.0,2011-06-01 15:47:00,United Kingdom
209709,555264.0,2011-06-01 16:03:00,United Kingdom
209727,555266.0,2011-06-01 16:12:00,United Kingdom
209734,555270.0,2011-06-01 16:23:00,United Kingdom
209744,555275.0,2011-06-01 17:18:00,United Kingdom
209962,555276.0,2011-06-01 17:28:00,United Kingdom
210138,555277.0,2011-06-01 17:30:00,United Kingdom
210299,555278.0,2011-06-01 17:33:00,United Kingdom
210457,555279.0,2011-06-01 17:42:00,United Kingdom
210485,555280.0,2011-06-02 09:02:00,United Kingdom
210496,555281.0,2011-06-02 09:03:00,United Kingdom
